ensembl,symbol,pearson_z,empirical_p,n_co_measured,class,kd_cd4_abs,kd_k562_ontarget_abs,min_kd_rank,well_powered,k562_cells,donor_robust,program
ENSG00000170385,SLC30A1,0.3645,0.0,6740,universal,13.722,0.326,0.2423,False,323,False,
ENSG00000108349,CASC3,0.3588,0.0,6740,universal,15.973,0.535,0.6266,True,244,True,
ENSG00000184634,MED12,0.3261,0.0,6738,universal,8.98,0.395,0.3865,False,186,True,
ENSG00000116698,SMG7,0.3175,0.0,6740,universal,4.598,0.578,0.0801,False,41,True,
ENSG00000174953,DHX36,0.3173,0.0,6740,universal,9.572,1.045,0.5035,True,435,True,
ENSG00000156603,MED19,0.2952,0.0,6740,universal,7.033,0.285,0.1557,False,299,True,
ENSG00000120686,UFM1,0.2806,0.0,6740,universal,24.904,0.92,0.9012,True,260,True,
ENSG00000087302,RTRAF,0.2708,0.0,6739,universal,10.647,1.184,0.5705,True,298,True,
ENSG00000014123,UFL1,0.2641,0.0,6740,universal,6.785,0.643,0.2937,False,473,True,
ENSG00000139726,DENR,0.2634,0.0,6740,universal,21.859,0.802,0.8507,True,400,True,
ENSG00000130165,ELOF1,0.2624,0.0,6733,universal,34.574,0.789,0.8432,True,248,True,
ENSG00000023734,STRAP,0.2598,0.0,6740,universal,13.623,1.069,0.7239,True,231,True,
ENSG00000178202,POGLUT3,0.2546,0.0033,6740,universal,7.053,0.41,0.3167,False,165,True,
ENSG00000140395,SKIC8,0.2511,0.0,6740,universal,5.333,0.639,0.1544,False,188,True,
ENSG00000104613,INTS10,0.2492,0.0,6740,universal,12.792,0.687,0.6863,True,148,True,
ENSG00000087157,PGS1,0.2398,0.0,6739,universal,6.447,0.356,0.2608,False,229,True,
ENSG00000105879,CBLL1,0.2301,0.0,6740,universal,10.162,0.364,0.3243,False,236,False,
ENSG00000100201,DDX17,0.2237,0.0,6740,universal,27.372,1.422,0.9752,True,254,True,
ENSG00000164091,WDR82,0.2225,0.0,6740,universal,18.747,0.543,0.6362,True,151,True,
ENSG00000112983,BRD8,0.2218,0.0,6740,universal,11.323,0.578,0.6125,True,127,True,
ENSG00000126698,DNAJC8,0.2215,0.0,6740,universal,23.618,1.325,0.9476,True,488,True,
ENSG00000170322,NFRKB,0.2209,0.0,6735,universal,16.022,0.397,0.3918,False,468,True,
ENSG00000101158,NELFCD,0.2195,0.0,6739,universal,8.583,0.826,0.4334,False,431,False,
ENSG00000129932,DOHH,0.2189,0.0,6739,universal,8.024,0.551,0.3921,False,305,True,
ENSG00000155463,OXA1L,0.2177,0.0,6740,universal,20.697,0.801,0.8505,True,246,True,
ENSG00000138614,INTS14,0.2135,0.0,6740,universal,6.221,0.391,0.24,False,183,True,
ENSG00000173418,NAA20,0.2107,0.0,6740,universal,5.421,0.749,0.1626,False,290,True,
ENSG00000151461,UPF2,0.2072,0.0,6740,universal,6.92,0.538,0.304,False,351,True,
ENSG00000170802,FOXN2,0.206,0.0,6736,universal,23.71,0.364,0.3241,False,232,True,
ENSG00000112237,CCNC,0.2044,0.0,6740,universal,31.161,0.915,0.8991,True,237,True,
ENSG00000243725,TTC4,0.2044,0.0,6740,universal,4.563,0.6,0.0755,False,172,True,
ENSG00000111605,CPSF6,0.2035,0.0,6740,universal,8.087,0.881,0.3969,False,89,True,
ENSG00000111300,NAA25,0.2017,0.0,6739,universal,3.377,0.501,0.0253,False,204,True,
ENSG00000168286,THAP11,0.1952,0.0,6740,universal,13.877,0.488,0.5557,True,158,True,
ENSG00000197780,TAF13,0.1944,0.0,6740,universal,17.356,0.352,0.2959,False,71,True,
ENSG00000064995,TAF11,0.193,0.0,6740,universal,21.054,0.872,0.8798,True,151,True,
ENSG00000147677,EIF3H,0.1921,0.0,6739,universal,11.243,1.524,0.609,True,291,True,
ENSG00000166477,LEO1,0.1914,0.0,6740,universal,11.244,0.49,0.5586,True,97,True,
ENSG00000111142,METAP2,0.1908,0.0067,6740,universal,11.459,1.242,0.6192,True,271,True,
ENSG00000164758,MED30,0.1899,0.0,6740,universal,6.306,0.38,0.2485,False,114,False,
ENSG00000104064,GABPB1,0.1874,0.0,6740,universal,8.736,0.231,0.0813,False,154,True,
ENSG00000075568,TMEM131,0.1871,0.0,6740,universal,18.054,0.493,0.5637,True,310,True,
ENSG00000156467,UQCRB,0.1863,0.0,6740,universal,13.666,1.758,0.7261,True,208,True,
ENSG00000102710,SUPT20H,0.1863,0.0,6740,universal,20.273,0.631,0.7386,True,224,True,factor6(activation+SAGA)
ENSG00000132294,EFR3A,0.1844,0.0033,6740,universal,8.835,0.355,0.3032,False,48,True,
ENSG00000139977,NAA30,0.184,0.0,6736,universal,6.935,,0.3053,False,365,True,
ENSG00000064102,INTS13,0.1824,0.0,6740,universal,14.604,0.597,0.7046,True,117,True,
ENSG00000167447,SMG8,0.1819,0.0,6740,universal,10.555,0.364,0.3245,False,174,True,
ENSG00000143742,SRP9,0.1811,0.0,6740,universal,6.025,1.6,0.2223,False,324,True,
ENSG00000178982,EIF3K,0.1806,0.0,6740,universal,22.466,2.133,0.9385,True,138,True,
ENSG00000129911,KLF16,0.1803,0.0,6739,universal,5.655,0.176,0.046,False,137,True,
ENSG00000164405,UQCRQ,0.1801,0.0067,6740,universal,8.178,1.322,0.4032,False,189,True,
ENSG00000106803,SEC61B,0.1786,0.0,6739,universal,4.683,1.39,0.0887,False,244,True,
ENSG00000188529,SRSF10,0.178,0.0,6740,universal,9.691,1.377,0.5137,True,248,True,
ENSG00000101413,RPRD1B,0.1774,0.0,6740,universal,3.295,0.44,0.0228,False,64,True,
ENSG00000095564,BTAF1,0.1762,0.0,6740,universal,16.473,0.367,0.3296,False,161,True,
ENSG00000213593,TMX2,0.176,0.0033,6740,universal,7.202,0.788,0.3292,False,111,True,
ENSG00000113812,ACTR8,0.1751,0.0,6737,universal,7.644,0.429,0.3655,False,408,True,
ENSG00000172795,DCP2,0.1746,0.0033,6740,universal,9.443,0.919,0.4948,False,241,True,
ENSG00000009307,CSDE1,0.1743,0.0033,6740,universal,25.938,1.54,0.9668,True,124,True,
ENSG00000149084,HSD17B12,0.1734,0.0,6740,universal,1.134,0.641,0.0053,False,137,False,
ENSG00000054118,THRAP3,0.1718,0.0067,6740,universal,19.791,1.359,0.9017,True,175,True,
ENSG00000167182,SP2,0.1708,0.0,6740,universal,18.348,0.283,0.1526,False,234,True,
ENSG00000105771,SMG9,0.1705,0.0,6740,universal,7.901,0.433,0.383,False,142,True,
ENSG00000132005,RFX1,0.1702,0.0,6740,universal,11.198,0.268,0.129,False,181,True,
ENSG00000004961,HCCS,0.17,0.0,6740,universal,6.304,0.706,0.2483,False,134,True,
ENSG00000232119,MCTS1,0.1697,0.0,6738,universal,24.588,1.093,0.9394,True,236,True,
ENSG00000117868,ESYT2,0.1692,0.0067,6740,universal,3.096,0.349,0.0197,False,81,False,
ENSG00000139697,SBNO1,0.169,0.0,6739,universal,7.335,0.798,0.3407,False,414,True,
ENSG00000183048,SLC25A10,0.1685,0.0,6740,universal,3.22,0.004,0.0009,False,472,True,
ENSG00000180182,MED14,0.1664,0.0,6740,universal,7.593,0.07,0.0142,False,106,True,
ENSG00000066044,ELAVL1,0.1657,0.0,6740,universal,33.221,0.919,0.9003,True,220,True,
ENSG00000111642,CHD4,0.1653,0.0,6740,universal,7.613,1.26,0.3634,False,89,True,
ENSG00000152382,TADA1,0.1649,0.0067,6740,universal,7.05,0.259,0.1132,False,280,True,
ENSG00000150776,NKAPD1,0.1643,0.0,6740,universal,10.495,0.637,0.563,True,229,True,
ENSG00000113272,THG1L,0.1622,0.0,6740,universal,4.532,0.379,0.073,False,54,True,
ENSG00000079999,KEAP1,0.1609,0.0,6740,universal,10.08,0.573,0.538,True,266,True,
ENSG00000130749,ZC3H4,0.1602,0.0,6739,universal,10.671,0.204,0.0631,False,465,True,
ENSG00000081307,UBA5,0.1601,0.0,6740,universal,18.173,0.733,0.8107,True,217,True,
ENSG00000173011,TADA2B,0.1573,0.0,6740,universal,26.456,,0.9705,False,159,True,factor6(activation+SAGA)
ENSG00000133858,ZFC3H1,0.1562,0.0,6740,universal,8.993,0.678,0.4623,False,209,True,
ENSG00000126261,UBA2,0.154,0.0033,6740,universal,6.237,1.025,0.2421,False,228,False,
ENSG00000153147,SMARCA5,0.1527,0.01,6740,universal,15.576,1.158,0.7988,True,140,True,
ENSG00000170348,TMED10,0.1527,0.0033,6740,universal,9.987,0.695,0.5321,True,315,True,
ENSG00000071537,SEL1L,0.1526,0.0,6740,universal,6.506,0.415,0.2671,False,348,True,
ENSG00000086758,HUWE1,0.1517,0.0233,6740,universal,8.809,0.89,0.45,False,222,True,
ENSG00000241468,ATP5MF,0.1515,0.0,6740,universal,10.401,1.672,0.5566,True,375,True,
ENSG00000171960,PPIH,0.1511,0.0,6739,universal,4.578,1.144,0.0782,False,187,True,
ENSG00000162227,TAF6L,0.1509,0.0,6740,universal,9.456,0.292,0.1682,False,134,True,factor6(activation+SAGA)
ENSG00000008838,MED24,0.1498,0.0133,6740,universal,18.398,0.409,0.4156,False,58,True,
ENSG00000136868,SLC31A1,0.1489,0.0267,6740,universal,4.741,0.521,0.0957,False,138,True,
ENSG00000025796,SEC63,0.148,0.0,6740,universal,9.077,0.794,0.4679,False,115,True,
ENSG00000166260,COX11,0.1478,0.0,6740,universal,4.706,0.586,0.0919,False,150,True,
ENSG00000112984,KIF20A,0.1471,0.0,6740,universal,6.022,0.265,0.122,False,143,True,
ENSG00000127125,PPCS,0.147,0.0,6740,universal,3.933,0.609,0.0396,False,165,True,
ENSG00000131652,THOC6,0.1469,0.0,6740,universal,14.893,0.622,0.7299,True,291,True,
ENSG00000133103,COG6,0.1465,0.02,6739,universal,2.807,0.334,0.0165,False,300,False,
ENSG00000171159,BBLN,0.1454,0.0,6735,universal,24.47,1.515,0.9538,True,561,False,
ENSG00000185787,MORF4L1,0.1442,0.0,6740,universal,21.923,1.306,0.9316,True,152,True,
ENSG00000114867,EIF4G1,0.144,0.0,6740,universal,6.738,0.976,0.2895,False,223,True,
ENSG00000103275,UBE2I,0.1433,0.0033,6740,universal,18.351,0.967,0.874,True,103,True,
ENSG00000185838,GNB1L,0.1403,0.02,6739,universal,3.472,0.563,0.027,False,168,True,
ENSG00000182944,EWSR1,0.1401,0.0467,6740,universal,25.805,0.884,0.886,True,158,True,
ENSG00000134884,ARGLU1,0.1396,0.0,6740,universal,12.744,1.145,0.6841,True,673,True,
ENSG00000138495,COX17,0.1386,0.0033,6740,universal,12.852,0.92,0.6905,True,288,False,
ENSG00000141424,SLC39A6,0.1385,0.0033,6740,universal,17.367,0.278,0.1439,False,220,True,
ENSG00000109814,UGDH,0.1385,0.04,6740,universal,6.128,0.318,0.2224,False,100,True,
ENSG00000122566,HNRNPA2B1,0.1382,0.0,6740,universal,27.032,2.047,0.9738,True,275,True,
ENSG00000115274,INO80B,0.1376,0.0,6740,universal,7.048,0.282,0.1515,False,194,True,
ENSG00000006695,COX10,0.1372,0.01,6740,universal,3.893,0.336,0.0389,False,176,True,
ENSG00000158526,TSR2,0.1371,0.0,6740,universal,3.631,0.442,0.0307,False,192,True,
ENSG00000110367,DDX6,0.1365,0.0,6740,universal,17.616,0.733,0.8108,True,112,True,
ENSG00000170291,ELP5,0.1364,0.0,6740,universal,10.117,0.42,0.4363,False,317,True,
ENSG00000171169,NAIF1,0.1355,0.0,6740,universal,7.464,0.259,0.113,False,264,False,
ENSG00000204371,EHMT2,0.1353,0.0,6736,universal,17.332,0.653,0.7563,True,186,True,
ENSG00000039523,RIPOR1,0.1346,0.0067,6740,universal,3.395,,0.0256,False,228,True,
ENSG00000091009,RBM27,0.134,0.0,6740,universal,11.645,0.859,0.6295,True,146,True,
ENSG00000163933,RFT1,0.1334,0.0067,6739,universal,4.694,0.444,0.0896,False,244,True,
ENSG00000109920,FNBP4,0.1333,0.0,6740,universal,10.168,0.768,0.5439,True,357,True,
ENSG00000143374,TARS2,0.1331,0.0,6740,universal,6.92,0.468,0.3042,False,156,True,
ENSG00000106355,LSM5,0.1331,0.0067,6735,universal,5.682,1.069,0.1889,False,346,False,
ENSG00000156239,N6AMT1,0.1324,0.0,6740,universal,3.828,0.345,0.0359,False,312,True,
ENSG00000138785,INTS12,0.1322,0.0,6740,universal,9.818,0.384,0.3652,False,89,True,
ENSG00000169249,ZRSR2,0.1317,0.0,6740,universal,5.211,,0.1433,False,148,True,
ENSG00000117450,PRDX1,0.1315,0.0,6738,universal,18.864,2.474,0.8856,True,176,False,
ENSG00000099917,MED15,0.1313,0.05,6740,intermediate,25.022,0.371,0.3368,False,306,True,
ENSG00000129657,SEC14L1,0.1311,0.0,6739,universal,2.811,0.271,0.0167,False,514,True,
ENSG00000141564,RPTOR,0.131,0.0,6740,universal,3.109,0.31,0.0198,False,105,True,
ENSG00000204120,GIGYF2,0.1309,0.0,6740,universal,11.49,0.701,0.6206,True,251,True,
ENSG00000116750,UCHL5,0.1309,0.0,6740,universal,9.096,1.151,0.4701,False,238,True,
ENSG00000136715,SAP130,0.1305,0.0,6738,universal,5.108,0.158,0.0387,False,266,True,
ENSG00000185591,SP1,0.1304,0.0,6740,universal,16.073,0.357,0.309,False,198,True,
ENSG00000103091,WDR59,0.1296,0.0133,6740,universal,6.485,0.492,0.2646,False,214,True,
ENSG00000125686,MED1,0.1296,0.0,6740,universal,7.355,0.456,0.3423,False,181,True,
ENSG00000102144,PGK1,0.1289,0.0233,6740,universal,7.015,1.514,0.3131,False,103,True,
ENSG00000198171,DDRGK1,0.1284,0.0,6740,universal,19.736,0.785,0.841,True,136,True,
ENSG00000196367,TRRAP,0.1283,0.0,6736,universal,11.885,0.349,0.2905,False,325,True,
ENSG00000134014,ELP3,0.1276,0.0,6740,universal,11.219,0.321,0.2292,False,197,True,
ENSG00000115289,PCGF1,0.1263,0.0,6740,universal,18.288,,0.8723,False,260,True,
ENSG00000244462,RBM12,0.126,0.0,6740,universal,7.284,0.593,0.3368,False,149,True,
ENSG00000103363,ELOB,0.1256,0.0,6735,universal,22.605,0.834,0.8658,True,402,True,
ENSG00000060339,CCAR1,0.1254,0.0167,6740,universal,2.355,1.117,0.013,False,167,True,
ENSG00000198612,COPS8,0.125,0.0033,6736,universal,3.581,0.689,0.0292,False,366,True,
ENSG00000142657,PGD,0.1246,0.0,6740,universal,3.769,0.944,0.0342,False,211,False,
ENSG00000198563,DDX39B,0.1244,0.0,6731,universal,6.575,1.026,0.2744,False,78,True,
ENSG00000166233,ARIH1,0.1242,0.0033,6740,universal,13.394,0.408,0.4138,False,91,True,
ENSG00000198176,TFDP1,0.1233,0.0,6738,universal,8.041,0.964,0.3929,False,318,True,
ENSG00000120526,NUDCD1,0.1217,0.0067,6740,universal,14.056,0.61,0.7164,True,132,True,
ENSG00000138095,LRPPRC,0.1212,0.03,6740,universal,20.348,1.335,0.9117,True,131,True,
ENSG00000163125,RPRD2,0.1207,0.0,6740,universal,20.735,0.339,0.2683,False,105,True,
ENSG00000163714,U2SURP,0.1201,0.0033,6740,universal,5.53,1.282,0.1736,False,116,True,
ENSG00000127952,STYXL1,0.12,0.0233,6737,universal,9.173,0.466,0.4764,False,286,True,
ENSG00000144580,CNOT9,0.1199,0.0033,6739,universal,6.033,0.47,0.2229,False,231,True,
ENSG00000065883,CDK13,0.1194,0.0033,6740,universal,13.99,0.266,0.1244,False,209,True,
ENSG00000118420,UBE3D,0.1189,0.0,6740,universal,3.364,0.337,0.0251,False,243,True,
ENSG00000105705,SUGP1,0.1186,0.0,6739,universal,6.87,0.31,0.2061,False,267,True,
ENSG00000108848,LUC7L3,0.1183,0.0,6740,universal,6.36,1.294,0.253,False,80,False,
ENSG00000137200,CMTR1,0.1176,0.0,6737,universal,8.465,0.34,0.2714,False,303,True,
ENSG00000160199,PKNOX1,0.1175,0.0,6735,universal,9.531,0.265,0.1235,False,257,True,
ENSG00000186834,HEXIM1,0.117,0.0,6740,universal,15.111,0.371,0.3383,False,203,True,
ENSG00000108091,CCDC6,0.1167,0.0033,6740,universal,8.2,0.549,0.4053,False,252,True,
ENSG00000138035,PNPT1,0.1166,0.0067,6740,universal,5.227,0.754,0.1452,False,153,True,
ENSG00000127184,COX7C,0.116,0.0,6740,universal,8.866,1.757,0.454,False,225,True,
ENSG00000110172,CHORDC1,0.1157,0.0133,6739,universal,4.716,0.628,0.0932,False,552,True,
ENSG00000065518,NDUFB4,0.1157,0.0,6740,universal,18.326,1.199,0.8731,True,313,True,
ENSG00000083520,DIS3,0.1153,0.0033,6740,universal,3.678,0.814,0.0325,False,46,True,
ENSG00000086598,TMED2,0.1151,0.0,6740,universal,7.793,0.909,0.3774,False,353,True,
ENSG00000120533,ENY2,0.115,0.0,6739,universal,8.597,1.28,0.435,False,258,False,
ENSG00000181915,ADO,0.1142,0.0433,6740,universal,3.585,0.246,0.0293,False,150,True,
ENSG00000100129,EIF3L,0.114,0.0233,6740,universal,11.626,1.448,0.6287,True,157,False,
ENSG00000178952,TUFM,0.1139,0.0,6740,universal,11.099,1.693,0.6012,True,103,True,
ENSG00000204356,NELFE,0.1133,0.0,6740,universal,6.487,0.692,0.2647,False,143,False,
ENSG00000142544,CTU1,0.113,0.0033,6740,universal,2.779,0.471,0.0161,False,177,True,
ENSG00000075945,KIFAP3,0.1129,0.0067,6740,universal,9.196,0.551,0.4781,False,257,True,
ENSG00000080802,CNOT4,0.1128,0.0,6740,universal,7.261,0.443,0.3353,False,70,True,
ENSG00000113716,HMGXB3,0.1122,0.0,6740,universal,5.094,0.564,0.1328,False,342,True,
ENSG00000127511,SIN3B,0.1119,0.0,6740,universal,16.1,0.408,0.412,False,92,True,
ENSG00000179218,CALR,0.1118,0.0,6740,universal,10.596,1.526,0.5686,True,190,False,
ENSG00000004487,KDM1A,0.1117,0.0,6740,universal,15.428,1.235,0.7937,True,150,True,
ENSG00000139131,YARS2,0.1112,0.03,6737,universal,7.486,0.549,0.3531,False,272,True,
ENSG00000101412,E2F1,0.111,0.0233,6740,universal,10.623,0.41,0.418,False,226,True,
ENSG00000148840,PPRC1,0.1109,0.0,6740,universal,5.441,0.298,0.1648,False,262,True,
ENSG00000081721,DUSP12,0.1104,0.07,6740,intermediate,4.193,0.552,0.0489,False,126,True,
ENSG00000165417,GTF2A1,0.1104,0.0,6740,universal,7.637,0.414,0.3649,False,144,True,
ENSG00000151465,CDC123,0.1102,0.0067,6740,universal,12.413,1.038,0.6676,True,249,True,
ENSG00000177463,NR2C2,0.1101,0.01,6740,universal,13.052,0.306,0.1993,False,200,True,
ENSG00000128272,ATF4,0.1099,0.0,6736,universal,10.248,0.899,0.5483,True,103,True,
ENSG00000107223,EDF1,0.1099,0.0,6740,universal,31.898,1.569,0.9838,True,290,True,
ENSG00000131725,WDR44,0.1095,0.0133,6737,universal,6.551,0.255,0.1086,False,199,True,
ENSG00000198860,TSEN15,0.1095,0.0,6740,universal,8.881,0.71,0.4554,False,144,False,
ENSG00000108510,MED13,0.1094,0.0067,6740,universal,25.74,0.617,0.7237,True,268,True,
ENSG00000198492,YTHDF2,0.1092,0.0,6740,universal,26.708,0.405,0.4069,False,88,True,
ENSG00000109118,PHF12,0.1091,0.0,6739,universal,11.853,0.262,0.119,False,330,True,
ENSG00000095787,WAC,0.1091,0.0,6740,universal,6.883,0.579,0.3015,False,331,True,
ENSG00000083312,TNPO1,0.1089,0.0,6740,universal,4.445,0.722,0.0646,False,112,True,
ENSG00000109971,HSPA8,0.1089,0.0,6740,universal,11.339,0.629,0.6135,True,232,True,
ENSG00000090447,TFAP4,0.1088,0.0,6740,universal,3.595,0.473,0.0297,False,53,True,
ENSG00000119421,NDUFA8,0.1087,0.01,6737,universal,13.202,1.193,0.7059,True,162,True,
ENSG00000132773,TOE1,0.1086,0.0033,6740,universal,10.003,0.541,0.5336,True,318,True,
ENSG00000125885,MCM8,0.1084,0.0267,6740,universal,10.673,0.454,0.5,True,256,True,
ENSG00000137492,THAP12,0.108,0.0,6740,universal,19.681,0.505,0.5838,True,134,False,
ENSG00000067225,PKM,0.1079,0.0,6740,universal,14.897,0.736,0.7773,True,357,True,
ENSG00000126756,UXT,0.1078,0.0133,6740,universal,13.047,0.83,0.6988,True,217,False,
ENSG00000178127,NDUFV2,0.1076,0.0,6740,universal,22.782,1.412,0.9412,True,160,False,
ENSG00000171148,TADA3,0.1071,0.0,6740,universal,8.661,0.774,0.4395,False,356,True,
ENSG00000204469,PRRC2A,0.1069,0.0,6739,universal,12.97,0.892,0.6955,True,185,True,
ENSG00000037897,METTL1,0.1068,0.02,6733,universal,4.183,0.368,0.0481,False,420,True,
ENSG00000158435,CNOT11,0.1067,0.0067,6740,universal,11.143,0.462,0.5127,True,199,True,
ENSG00000173436,MICOS10,0.1065,0.0033,6740,universal,11.063,1.358,0.5992,True,138,True,
ENSG00000172534,HCFC1,0.1064,0.0033,6737,universal,3.291,0.285,0.0225,False,104,False,
ENSG00000168264,IRF2BP2,0.1062,0.0067,6740,universal,8.574,0.006,0.0015,False,287,False,
ENSG00000101189,MRGBP,0.1059,0.0,6740,universal,4.732,0.582,0.0944,False,129,False,
ENSG00000091140,DLD,0.1059,0.04,6740,universal,6.321,0.947,0.2496,False,162,True,
ENSG00000241837,ATP5PO,0.1058,0.0033,6738,universal,5.767,2.042,0.1976,False,215,True,
ENSG00000116586,LAMTOR2,0.1057,0.0067,6740,universal,12.726,0.708,0.6833,True,117,True,
ENSG00000165671,NSD1,0.1056,0.0,6736,universal,30.263,0.756,0.8254,True,182,True,
ENSG00000143569,UBAP2L,0.1055,0.0,6739,universal,28.062,0.784,0.8401,True,112,True,
ENSG00000091483,FH,0.1055,0.03,6740,universal,6.551,1.044,0.2714,False,108,True,
ENSG00000143379,SETDB1,0.1051,0.0333,6738,universal,27.33,0.397,0.3916,False,319,True,
ENSG00000130638,ATXN10,0.1048,0.0133,6740,universal,6.531,0.869,0.2691,False,75,True,
ENSG00000164654,MIOS,0.1047,0.0,6738,universal,3.743,0.357,0.0337,False,228,True,
ENSG00000117543,DPH5,0.1046,0.0067,6740,universal,12.598,0.604,0.6764,True,101,True,
ENSG00000169714,CNBP,0.1041,0.0,6740,universal,32.467,1.46,0.9791,True,191,True,
ENSG00000143222,UFC1,0.1038,0.0,6740,universal,19.087,1.112,0.8897,True,264,True,
ENSG00000112658,SRF,0.1031,0.0033,6740,universal,3.612,0.186,0.0303,False,367,False,
ENSG00000141027,NCOR1,0.1029,0.0,6740,universal,27.438,0.807,0.8538,True,191,True,
ENSG00000185651,UBE2L3,0.1025,0.0067,6740,universal,34.599,2.379,0.9953,True,520,False,
ENSG00000107815,TWNK,0.1025,0.0167,6740,universal,5.567,0.406,0.1779,False,119,True,
ENSG00000180543,TSPYL5,0.1022,0.0467,6740,universal,2.499,0.477,0.0139,False,229,True,
ENSG00000168564,CDKN2AIP,0.1016,0.0,6740,universal,8.652,0.409,0.4158,False,235,True,
ENSG00000123066,MED13L,0.101,0.0133,6740,universal,6.278,0.354,0.2463,False,158,False,
ENSG00000168118,RAB4A,0.1009,0.02,6739,universal,16.861,0.673,0.7703,True,656,False,
ENSG00000153391,INO80C,0.1008,0.0,6740,universal,11.128,0.414,0.4263,False,167,True,
ENSG00000196865,NHLRC2,0.1007,0.0133,6740,universal,7.098,0.433,0.3207,False,268,True,
ENSG00000047410,TPR,0.1006,0.0,6740,universal,4.82,1.601,0.1061,False,92,False,
ENSG00000163166,IWS1,0.1006,0.0133,6740,universal,15.105,0.743,0.7843,True,118,True,
ENSG00000140264,SERF2,0.1003,0.0267,6740,universal,13.79,0.936,0.7331,True,392,False,
ENSG00000123349,PFDN5,0.1003,0.06,6740,intermediate,14.56,1.866,0.764,True,241,False,
ENSG00000171262,FAM98B,0.1002,0.0267,6740,universal,13.276,0.51,0.59,True,120,True,
ENSG00000102103,PQBP1,0.1001,0.0,6732,universal,10.741,0.702,0.5761,True,135,True,
ENSG00000100811,YY1,0.0999,0.0,6740,universal,10.966,0.344,0.2766,False,177,True,
ENSG00000146576,INTS15,0.0998,0.0,6740,universal,7.435,0.295,0.1744,False,205,True,
ENSG00000186716,BCR,0.0997,0.0367,6740,universal,5.629,0.169,0.044,False,261,False,
ENSG00000102172,SMS,0.0997,0.0,6739,universal,14.191,1.2,0.7507,True,268,False,
ENSG00000165898,ISCA2,0.0995,0.0,6734,universal,4.972,0.503,0.123,False,512,True,
ENSG00000025293,PHF20,0.0993,0.0,6740,universal,9.73,0.793,0.5169,True,197,True,
ENSG00000134900,TPP2,0.0993,0.0133,6740,universal,9.142,0.737,0.4735,False,41,False,
ENSG00000132485,ZRANB2,0.0992,0.0,6740,universal,14.534,1.039,0.7629,True,90,True,
ENSG00000087086,FTL,0.0991,0.0,6740,universal,34.379,2.557,0.9944,True,158,False,
ENSG00000156304,SCAF4,0.099,0.0,6739,universal,14.068,0.455,0.5013,True,254,True,
ENSG00000157259,GATAD1,0.099,0.0133,6733,universal,2.935,0.637,0.0181,False,170,True,
ENSG00000165416,SUGT1,0.0987,0.0133,6740,universal,3.842,1.083,0.0364,False,89,False,
ENSG00000166669,ATF7IP2,0.0985,0.0033,6740,universal,16.554,0.392,0.3787,False,163,False,
ENSG00000090316,MAEA,0.0985,0.06,6740,intermediate,14.285,0.267,0.1282,False,346,True,
ENSG00000166024,R3HCC1L,0.0984,0.0,6738,universal,10.065,0.298,0.1808,False,134,True,
ENSG00000163659,TIPARP,0.0981,0.0567,6740,intermediate,5.156,,0.1384,False,44,True,
ENSG00000137513,NARS2,0.098,0.0,6739,universal,6.966,0.376,0.3079,False,267,True,
ENSG00000162298,SYVN1,0.0976,0.0,6740,universal,4.527,0.196,0.0569,False,169,True,
ENSG00000198728,LDB1,0.0976,0.0033,6740,universal,13.586,0.116,0.0233,False,212,False,
ENSG00000147649,MTDH,0.0975,0.0,6740,universal,22.049,1.509,0.9337,True,379,False,
ENSG00000165819,METTL3,0.0973,0.0,6739,universal,4.714,0.568,0.0929,False,325,True,
ENSG00000172315,TP53RK,0.0969,0.0033,6739,universal,6.668,0.549,0.2842,False,249,False,
ENSG00000140307,GTF2A2,0.0968,0.0,6740,universal,8.57,1.153,0.4323,False,237,False,
ENSG00000101266,CSNK2A1,0.0968,0.0067,6740,universal,6.978,1.155,0.3095,False,153,True,
ENSG00000134186,PRPF38B,0.0967,0.0267,6740,universal,3.065,0.891,0.0186,False,38,True,
ENSG00000198356,GET3,0.0963,0.0033,6740,universal,5.724,0.601,0.1935,False,152,True,
ENSG00000033178,UBA6,0.0962,0.0133,6740,universal,18.399,0.659,0.7606,True,88,False,
ENSG00000142453,CARM1,0.0961,0.0133,6740,universal,18.247,0.565,0.667,True,156,True,
ENSG00000128908,INO80,0.096,0.0033,6740,universal,4.954,0.339,0.1216,False,286,True,
ENSG00000197223,C1D,0.0959,0.0633,6740,intermediate,8.29,0.857,0.4099,False,361,True,
ENSG00000014164,ZC3H3,0.0958,0.0,6740,universal,7.023,,0.3136,False,171,False,
ENSG00000011451,WIZ,0.0957,0.0,6740,universal,13.883,0.311,0.2086,False,161,True,
ENSG00000145414,NAF1,0.095,0.0167,6740,universal,4.848,0.489,0.1091,False,203,False,
ENSG00000169564,PCBP1,0.095,0.0,6736,universal,10.554,1.032,0.567,True,152,True,
ENSG00000169230,PRELID1,0.0947,0.0,6738,universal,7.562,1.347,0.3587,False,263,False,
ENSG00000033011,ALG1,0.0946,0.0133,6740,universal,3.519,0.248,0.0284,False,182,True,
ENSG00000134146,DPH6,0.0945,0.0,6740,universal,9.196,0.372,0.339,False,236,True,
ENSG00000105185,PDCD5,0.0943,0.0133,6735,universal,9.912,1.424,0.528,True,527,True,
ENSG00000082701,GSK3B,0.0943,0.0167,6740,universal,20.676,0.45,0.4916,False,227,False,
